disruption_type_road_closure,disruption_type_traffic_jam,disruption_severity,distance_to_disruption_center,remaining_deliveries,distance_along_route_to_disruption,distance_to_next_delivery_along_route,next_delivery_before_disruption,alternative_route_density,urban_density,best_action,disruption_id,target_driver_id,all_actions_travel_time,all_actions_route_length,disruption_raw_type,disruption_location_lat,disruption_location_lon,disruption_affected_area_radius,disruption_duration,initial_driver_position_lat,initial_driver_position_lon,initial_driver_route_points_json,all_delivery_points_original_json,driver_assignments_json,warehouse_location_original_json
1.0,0.0,0.7,0.0032289676842097038,0.05,0.0,0.19838857218081454,0.0,0.611111111111111,0.14,reroute_basic,8022,2,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 4290.0301065664935, 'reroute_tight_avoidance': 4290.0301065664935, 'reroute_wide_avoidance': 4290.0301065664935}",ROAD_CLOSURE,54.898384218099274,23.89485655389334,41.290322430745405,135,54.8983238,23.8953505,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.7934855070443465,0.07595106858752917,0.1,0.16508246869438004,0.04740783571766231,1.0,0.7688172043010754,1.0,reroute_basic,7195,1,"{'no_action': 901.0339852605354, 'reroute_basic': 751.6842951504382, 'reroute_tight_avoidance': 901.0339852605354, 'reroute_wide_avoidance': 751.6842951504382}","{'no_action': 2703.9880160454427, 'reroute_basic': 4292.741785619856, 'reroute_tight_avoidance': 2703.9880160454427, 'reroute_wide_avoidance': 4292.741785619856}",TRAFFIC_JAM,54.898852049221944,23.923093603173385,457.27834059948594,98,54.9034435,23.9142986,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015], [54.9063176, 23.9121883], [54.9048004, 23.9147528], [54.9043497, 23.915551], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7930813991346156,0.026392565349251485,0.05,0.02115951033375319,0.0,1.0,0.7450980392156863,0.62,reroute_basic,6119,3,"{'reroute_basic': 267.90081559067823, 'reroute_tight_avoidance': 267.90081559067823, 'reroute_wide_avoidance': 267.90081559067823}","{'reroute_basic': 3241.0620188604366, 'reroute_tight_avoidance': 3241.0620188604366, 'reroute_wide_avoidance': 3241.0620188604366}",ROAD_CLOSURE,54.901544165480246,23.90516781387887,103.07300294283341,148,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.7726695985070386,0.024467411971075846,0.05,0.0,0.19494679709156085,0.0,0.7662473794549266,1.0,reroute_tight_avoidance,7331,2,"{'no_action': 1099.7169575226922, 'reroute_basic': 1152.7808644246056, 'reroute_tight_avoidance': 1068.0623454222687, 'reroute_wide_avoidance': 1152.7808644246056}","{'no_action': 2985.701843072788, 'reroute_basic': 8233.838313976503, 'reroute_tight_avoidance': 7187.46135727764, 'reroute_wide_avoidance': 8233.838313976503}",TRAFFIC_JAM,54.90027294765764,23.89284914729553,642.1326310698267,96,54.8983882,23.894824,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.8779930809946305,0.02891152744327598,0.05,0.02115951033375319,0.061634463481463043,0.0,0.8181818181818182,1.0,reroute_tight_avoidance,2741,2,"{'no_action': 570.1819188375125, 'reroute_basic': 260.9193740847457, 'reroute_tight_avoidance': 255.09295973938416, 'reroute_wide_avoidance': 382.97157051338684}","{'no_action': 2985.701843072788, 'reroute_basic': 3604.643835998789, 'reroute_tight_avoidance': 3530.6448154989052, 'reroute_wide_avoidance': 5248.839501782513}",TRAFFIC_JAM,54.90142305944559,23.904834648522712,268.88284573688384,107,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.006040339544540973,0.05,0.0,0.04047495314770986,0.0,0.8296296296296296,1.0,reroute_basic,1484,3,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 4606.4140305348365, 'reroute_tight_avoidance': 4606.4140305348365, 'reroute_wide_avoidance': 4606.4140305348365}",ROAD_CLOSURE,54.90150355764379,23.905063147312102,205.14003353155817,135,54.9018074,23.9058463,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.012747140926626252,0.05,0.012463448455094079,0.057083815430392044,0.0,0.5833333333333334,0.38,reroute_basic,4281,1,"{'reroute_basic': 343.85299907915163, 'reroute_tight_avoidance': 343.85299907915163, 'reroute_wide_avoidance': 343.85299907915163}","{'reroute_basic': 4426.959982684704, 'reroute_tight_avoidance': 4426.959982684704, 'reroute_wide_avoidance': 4426.959982684704}",ROAD_CLOSURE,54.90431274135486,23.915598533656045,78.27796244427259,135,54.9034435,23.9142986,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.21987644606745063,0.014707129942768774,0.1,0.0,0.0,0.0,0.8180708180708182,1.0,reroute_basic,6881,1,"{'no_action': 542.1434606860919, 'reroute_basic': 316.0432240718763, 'reroute_tight_avoidance': 316.0432240718763, 'reroute_wide_avoidance': 316.0432240718763}","{'no_action': 2703.9880160454427, 'reroute_basic': 1896.9353062386983, 'reroute_tight_avoidance': 1896.9353062386983, 'reroute_wide_avoidance': 1896.9353062386983}",TRAFFIC_JAM,54.90343405700341,23.910671061866147,593.408725445855,38,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015], [54.9063176, 23.9121883], [54.9048004, 23.9147528], [54.9043497, 23.915551], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.7118124980394569,0.0023697791899775877,0.1,0.0,0.25774696605147995,0.0,0.8256880733944953,1.0,reroute_tight_avoidance,8237,1,"{'no_action': 828.0143329987033, 'reroute_basic': 637.7843293272673, 'reroute_tight_avoidance': 427.95389991561746, 'reroute_wide_avoidance': 722.3556589341074}","{'no_action': 2703.9880160454427, 'reroute_basic': 4968.028252537581, 'reroute_tight_avoidance': 1811.5806765394839, 'reroute_wide_avoidance': 5748.051438260207}",TRAFFIC_JAM,54.903436311237485,23.910701291723193,376.51372061266005,89,54.9034089,23.9103337,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015], [54.9063176, 23.9121883], [54.9048004, 23.9147528], [54.9043497, 23.915551], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.6730946693941791,0.03229079894232531,0.05,0.0,0.19838857218081454,0.0,0.7655259822560203,1.0,reroute_tight_avoidance,7517,2,"{'no_action': 986.1826040815007, 'reroute_basic': 1095.7769076187608, 'reroute_tight_avoidance': 938.1643850497983, 'reroute_wide_avoidance': 1095.7769076187608}","{'no_action': 2985.701843072788, 'reroute_basic': 9095.282300846397, 'reroute_tight_avoidance': 7073.767016898021, 'reroute_wide_avoidance': 9095.282300846397}",TRAFFIC_JAM,54.900958232413245,23.89322561319838,585.1832771363781,85,54.8983238,23.8953505,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.3554107311554475,0.0049804813915541035,0.1,0.0,0.0,0.0,0.8027210884353742,1.0,reroute_basic,9492,1,"{'no_action': 347.71452826766404, 'reroute_basic': 265.6483611084264, 'reroute_tight_avoidance': 265.6483611084264, 'reroute_wide_avoidance': 481.09223484206854}","{'no_action': 2703.9880160454427, 'reroute_basic': 1811.5806765394839, 'reroute_tight_avoidance': 1811.5806765394839, 'reroute_wide_avoidance': 4968.028252537581}",TRAFFIC_JAM,54.90346650925285,23.911106254852374,233.12862968942875,52,54.9034089,23.9103337,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015], [54.9063176, 23.9121883], [54.9048004, 23.9147528], [54.9043497, 23.915551], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.03595246022513006,0.05,0.04505459997171457,0.0,1.0,0.5555555555555556,0.22,reroute_basic,5091,2,"{'reroute_basic': 105.27853706992272, 'reroute_tight_avoidance': 105.27853706992272, 'reroute_wide_avoidance': 105.27853706992272}","{'reroute_basic': 1164.9771348597694, 'reroute_tight_avoidance': 1164.9771348597694, 'reroute_wide_avoidance': 1164.9771348597694}",ROAD_CLOSURE,54.90338558880886,23.914139602013996,57.787441425283845,135,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0], ""1"": [1], ""2"": [2], ""3"": [3], ""4"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.043592011593650226,0.05,0.04152316578619521,0.0,1.0,0.358974358974359,0.66,reroute_basic,9458,2,"{'reroute_basic': 502.83287498447515, 'reroute_tight_avoidance': 502.83287498447515, 'reroute_wide_avoidance': 502.83287498447515}","{'reroute_basic': 7081.307673046743, 'reroute_tight_avoidance': 7081.307673046743, 'reroute_wide_avoidance': 7081.307673046743}",ROAD_CLOSURE,54.90246697844798,23.892309497562117,107.47255195637966,135,54.8985939,23.8933648,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.621180605102152,0.032292387463784704,0.05,0.0,0.16243724625911496,0.0,0.8241758241758242,1.0,reroute_basic,2483,2,"{'no_action': 793.9574414534774, 'reroute_basic': 325.740232793801, 'reroute_tight_avoidance': 325.740232793801, 'reroute_wide_avoidance': 489.0575210602495}","{'no_action': 1811.5806765394839, 'reroute_basic': 2842.029074720812, 'reroute_tight_avoidance': 2842.029074720812, 'reroute_wide_avoidance': 4842.811650959928}",TRAFFIC_JAM,54.90383495529818,23.916288099835164,525.4334700982895,80,54.9034791,23.9112751,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9029273, 23.917786], [54.9023236, 23.918755], [54.9022605, 23.9188315], [54.8997487, 23.9224618], [54.898644, 23.9232402], [54.8983044, 23.9244624], [54.8978775, 23.9252127], [54.8971957, 23.9252772], [54.8967699, 23.9252469], [54.8959018, 23.9251864], [54.8952648, 23.9241758]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.5011197283258505,0.08016907595374013,0.05,0.059124931440293016,0.006667590438928664,1.0,0.8154761904761906,1.0,reroute_basic,1117,2,"{'no_action': 547.3009709550859, 'reroute_basic': 400.39137688786724, 'reroute_tight_avoidance': 400.39137688786724, 'reroute_wide_avoidance': 587.186068131003}","{'no_action': 2985.701843072788, 'reroute_basic': 5033.927000125509, 'reroute_tight_avoidance': 5033.927000125509, 'reroute_wide_avoidance': 7559.828934633853}",TRAFFIC_JAM,54.908194021705896,23.892923208092743,527.5677188591341,67,54.9009866,23.8932438,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.05663675397049465,0.1,0.10176779573015371,0.0,1.0,0.7619047619047619,0.68,reroute_basic,6468,0,"{'reroute_basic': inf, 'reroute_tight_avoidance': inf, 'reroute_wide_avoidance': inf}","{'reroute_basic': 3611.215059045478, 'reroute_tight_avoidance': 3611.215059045478, 'reroute_wide_avoidance': 3611.215059045478}",ROAD_CLOSURE,54.89885711902497,23.903140701116307,107.68157979655646,135,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.03446511779026728,0.05,0.0378598344939896,0.0,1.0,0.5925925925925926,0.26,reroute_basic,3851,2,"{'reroute_basic': 286.39364040784335, 'reroute_tight_avoidance': 286.39364040784335, 'reroute_wide_avoidance': 286.39364040784335}","{'reroute_basic': 3366.418290077718, 'reroute_tight_avoidance': 3366.418290077718, 'reroute_wide_avoidance': 3366.418290077718}",ROAD_CLOSURE,54.90116295608959,23.90409225485581,59.89875330519108,135,54.9028742,23.9085869,"[[54.9028742, 23.9085869], [54.9018074, 23.9058463], [54.901499, 23.9050514], [54.9010044, 23.9036397], [54.8996974, 23.9006969], [54.8982421, 23.8962616], [54.8983238, 23.8953505], [54.8983882, 23.894824], [54.8985939, 23.8933648], [54.8987936, 23.8928499], [54.8990776, 23.8926641], [54.9000267, 23.8927173], [54.9008679, 23.8931677], [54.9009866, 23.8932438], [54.9014448, 23.8939165], [54.9019241, 23.8935757], [54.9022539, 23.8928145], [54.9041832, 23.888242], [54.9045699, 23.8881436], [54.90466, 23.8882253], [54.9050331, 23.8889797], [54.9092923, 23.8942934], [54.9101134, 23.8953944], [54.9111354, 23.897934]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.4914415158568761,0.0024139025190724524,0.05,0.0,0.038797227031975204,0.0,0.8269720101781171,1.0,reroute_tight_avoidance,7304,1,"{'no_action': 448.39486407166294, 'reroute_basic': 491.72614438493895, 'reroute_tight_avoidance': 346.97673895839836, 'reroute_wide_avoidance': 346.97673895839836}","{'no_action': 1021.3841540210661, 'reroute_basic': 3689.7327318588204, 'reroute_tight_avoidance': 1463.7666010892583, 'reroute_wide_avoidance': 1463.7666010892583}",TRAFFIC_JAM,54.903346556969424,23.911574128219975,403.70367874667267,66,54.9034791,23.9112751,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.902925, 23.9128779], [54.9030953, 23.9133426], [54.9034435, 23.9142986], [54.9040411, 23.9159479], [54.9043497, 23.915551], [54.9048004, 23.9147528], [54.9063176, 23.9121883], [54.9069072, 23.9133015]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2], ""2"": [3], ""3"": [4]}","[54.9027, 23.9096]"
0.0,1.0,0.7826154764171337,0.012356351574573793,0.1,0.0,0.0,0.0,0.822139303482587,1.0,reroute_basic,9264,0,"{'no_action': 596.0291340332681, 'reroute_basic': 516.7107533667211, 'reroute_tight_avoidance': 516.7107533667211, 'reroute_wide_avoidance': 516.7107533667211}","{'no_action': 1082.1653460989326, 'reroute_basic': 1796.9049594566889, 'reroute_tight_avoidance': 1796.9049594566889, 'reroute_wide_avoidance': 1796.9049594566889}",TRAFFIC_JAM,54.902371589639465,23.911433174490924,563.6468710082402,97,54.9034791,23.9112751,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
1.0,0.0,0.7,0.007535565934115129,0.1,0.0060689858417691585,0.09556469905682896,0.0,0.7407407407407408,0.18,reroute_basic,7637,0,"{'reroute_basic': 115.01206967286092, 'reroute_tight_avoidance': 115.01206967286092, 'reroute_wide_avoidance': 115.01206967286092}","{'reroute_basic': 1355.8866341972987, 'reroute_tight_avoidance': 1355.8866341972987, 'reroute_wide_avoidance': 1355.8866341972987}",ROAD_CLOSURE,54.90337459663651,23.911510868373725,60.529258514044265,135,54.9034089,23.9103337,"[[54.9028742, 23.9085869], [54.9034089, 23.9103337], [54.9034791, 23.9112751], [54.9032983, 23.911683], [54.9027006, 23.9122561], [54.8989956, 23.9029891], [54.8985048, 23.9035264]]","[[54.9027, 23.9096], [54.8985, 23.9036], [54.9065, 23.9138], [54.8957, 23.9241], [54.9112, 23.8972]]","{""0"": [0, 1], ""1"": [2, 3], ""2"": [4]}","[54.9027, 23.9096]"
